-345 | 677.5355892322236
-610 | 621.6711966354701
-257 | 417.65034338377495
-542 | 434.023081963257
-286 | -925.2088108791129
-25 | -900.7789092441749
978 | -259.20532144543336
-46 | 18.35328555512183
738 | 254.63038767206126
-868 | -552.8864609262685
-813 | 140.31964285954496
-598 | 327.381653067775
204 | 140.31031255399057
-947 | 76.54230743359153
-100 | -37.38316977986176
-568 | -199.21637236997674
455 | 583.5178928391392
-749 | 731.631400685593
-531 | -287.3980712550265
-400 | -879.20513656428
139 | 432.58721687318234
-684 | -991.8063789195049
408 | 849.177570954874
-584 | 940.1832973105406
-382 | -883.4396478413862
-645 | -323.7323657822468
-323 | 583.2776789812951
-326 | 271.78670491218077
975 | 930.918596473965
-751 | 414.8962252122699
-104 | 987.3181809460957
890 | 336.97578767395953
987 | 293.6335650778342
883 | -125.35464630380136
-882 | 126.5216644445095
-973 | 271.28961060545475
-344 | -112.2385028623163
698 | -248.2379543927318
827 | -932.3987273128639
-964 | -342.06168644747925
171 | -142.66484545561218
527 | -466.5903987053631
